nodes,nTree,accuracy,logloss
1,1,0.680851063829787,11.0232008828807
2,1,0.787234042553192,7.34879491768337
3,1,0.51063829787234,16.9022436221119
4,1,0.659574468085106,11.7580514530398
5,1,0.617021276595745,13.227803631492
6,1,0.659574468085106,11.7580344403286
7,1,0.702127659574468,10.2882992745877
8,1,0.638297872340426,12.4929530613329
9,1,0.659574468085106,11.7580684657511
10,1,0.680851063829787,11.0231668574581
11,1,0.659574468085106,11.7580684657511
12,1,0.638297872340426,12.4929360486216
13,1,0.680851063829787,11.0231668574581
14,1,0.702127659574468,10.2882992745877
15,1,0.702127659574468,10.2882992745877
16,1,0.723404255319149,9.55343169171725
17,1,0.723404255319149,9.55341467900597
18,1,0.723404255319149,9.55343169171725
19,1,0.723404255319149,9.55343169171725
20,1,0.723404255319149,9.55343169171725
21,1,0.723404255319149,9.55343169171725
22,1,0.74468085106383,8.81853008342425
23,1,0.74468085106383,8.81853008342425
24,1,0.74468085106383,8.81853008342425
25,1,0.74468085106383,8.81853008342425
26,1,0.787234042553192,7.34877790497209
27,1,0.723404255319149,9.55336364087213
28,1,0.723404255319149,9.55336364087213
29,1,0.723404255319149,9.55336364087213
30,1,0.723404255319149,9.55336364087213
31,1,0.723404255319149,9.55336364087213
32,1,0.723404255319149,9.55336364087213
33,1,0.723404255319149,9.55336364087213
34,1,0.723404255319149,9.55336364087213
35,1,0.723404255319149,9.55336364087213
36,1,0.723404255319149,9.55336364087213
37,1,0.723404255319149,9.55336364087213
38,1,0.723404255319149,9.55336364087213
39,1,0.723404255319149,9.55336364087213
40,1,0.723404255319149,9.55336364087213
41,1,0.723404255319149,9.55336364087213
42,1,0.723404255319149,9.55336364087213
43,1,0.723404255319149,9.55336364087213
44,1,0.723404255319149,9.55336364087213
45,1,0.723404255319149,9.55336364087213
46,1,0.723404255319149,9.55336364087213
47,1,0.723404255319149,9.55336364087213
48,1,0.723404255319149,9.55336364087213
49,1,0.723404255319149,9.55336364087213
50,1,0.723404255319149,9.55336364087213
51,1,0.723404255319149,9.55336364087213
52,1,0.723404255319149,9.55336364087213
53,1,0.723404255319149,9.55336364087213
54,1,0.723404255319149,9.55336364087213
55,1,0.723404255319149,9.55336364087213
56,1,0.723404255319149,9.55336364087213
57,1,0.723404255319149,9.55336364087213
58,1,0.723404255319149,9.55336364087213
59,1,0.723404255319149,9.55336364087213
60,1,0.723404255319149,9.55336364087213
61,1,0.723404255319149,9.55336364087213
62,1,0.723404255319149,9.55336364087213
63,1,0.723404255319149,9.55336364087213
64,1,0.723404255319149,9.55336364087213
65,1,0.723404255319149,9.55336364087213
66,1,0.723404255319149,9.55336364087213
67,1,0.723404255319149,9.55336364087213
68,1,0.723404255319149,9.55336364087213
69,1,0.723404255319149,9.55336364087213
70,1,0.723404255319149,9.55336364087213
71,1,0.723404255319149,9.55336364087213
72,1,0.723404255319149,9.55336364087213
73,1,0.723404255319149,9.55336364087213
74,1,0.723404255319149,9.55336364087213
75,1,0.723404255319149,9.55336364087213
76,1,0.723404255319149,9.55336364087213
77,1,0.723404255319149,9.55336364087213
78,1,0.723404255319149,9.55336364087213
79,1,0.723404255319149,9.55336364087213
80,1,0.723404255319149,9.55336364087213
81,1,0.723404255319149,9.55336364087213
82,1,0.723404255319149,9.55336364087213
83,1,0.723404255319149,9.55336364087213
84,1,0.723404255319149,9.55336364087213
85,1,0.723404255319149,9.55336364087213
86,1,0.723404255319149,9.55336364087213
87,1,0.74468085106383,8.81844501986784
88,1,0.74468085106383,8.81849605800169
89,1,0.74468085106383,8.81849605800169
90,1,0.74468085106383,8.81849605800169
91,1,0.765957446808511,8.08354341157484
92,1,0.765957446808511,8.08354341157484
93,1,0.765957446808511,8.08354341157484
94,1,0.765957446808511,8.08354341157484
95,1,0.765957446808511,8.08354341157484
96,1,0.765957446808511,8.08354341157484
97,1,0.765957446808511,8.08354341157484
98,1,0.765957446808511,8.08354341157484
99,1,0.765957446808511,8.08354341157484
100,1,0.765957446808511,8.08354341157484
101,1,0.765957446808511,8.08354341157484
102,1,0.765957446808511,8.08354341157484
103,1,0.765957446808511,8.08354341157484
104,1,0.765957446808511,8.08354341157484
105,1,0.765957446808511,8.08354341157484
106,1,0.765957446808511,8.08354341157484
107,1,0.765957446808511,8.08354341157484
108,1,0.765957446808511,8.08354341157484
109,1,0.765957446808511,8.08354341157484
110,1,0.765957446808511,8.08354341157484
111,1,0.765957446808511,8.08354341157484
112,1,0.765957446808511,8.08354341157484
113,1,0.765957446808511,8.08354341157484
114,1,0.765957446808511,8.08354341157484
115,1,0.765957446808511,8.08354341157484
116,1,0.765957446808511,8.08354341157484
117,1,0.765957446808511,8.08354341157484
118,1,0.765957446808511,8.08354341157484
119,1,0.765957446808511,8.08354341157484
120,1,0.765957446808511,8.08354341157484
121,1,0.765957446808511,8.08354341157484
122,1,0.765957446808511,8.08354341157484
123,1,0.765957446808511,8.08354341157484
124,1,0.765957446808511,8.08354341157484
125,1,0.765957446808511,8.08354341157484
126,1,0.765957446808511,8.08354341157484
127,1,0.765957446808511,8.08354341157484
128,1,0.765957446808511,8.08354341157484
129,1,0.765957446808511,8.08354341157484
130,1,0.765957446808511,8.08354341157484
131,1,0.765957446808511,8.08354341157484
132,1,0.765957446808511,8.08354341157484
133,1,0.765957446808511,8.08354341157484
134,1,0.765957446808511,8.08354341157484
135,1,0.765957446808511,8.08354341157484
136,1,0.765957446808511,8.08354341157484
137,1,0.765957446808511,8.08354341157484
138,1,0.765957446808511,8.08354341157484
139,1,0.765957446808511,8.08354341157484
140,1,0.765957446808511,8.08354341157484
141,1,0.765957446808511,8.08354341157484
142,1,0.765957446808511,8.08354341157484
143,1,0.765957446808511,8.08354341157484
144,1,0.765957446808511,8.08354341157484
145,1,0.765957446808511,8.08354341157484
146,1,0.765957446808511,8.08354341157484
147,1,0.765957446808511,8.08354341157484
148,1,0.765957446808511,8.08354341157484
149,1,0.765957446808511,8.08354341157484
150,1,0.765957446808511,8.08354341157484
151,1,0.765957446808511,8.08354341157484
152,1,0.765957446808511,8.08354341157484
153,1,0.765957446808511,8.08354341157484
154,1,0.765957446808511,8.08354341157484
155,1,0.765957446808511,8.08354341157484
156,1,0.765957446808511,8.08354341157484
157,1,0.765957446808511,8.08354341157484
158,1,0.765957446808511,8.08354341157484
159,1,0.765957446808511,8.08354341157484
160,1,0.765957446808511,8.08354341157484
161,1,0.765957446808511,8.08354341157484
162,1,0.765957446808511,8.08354341157484
163,1,0.765957446808511,8.08354341157484
164,1,0.765957446808511,8.08354341157484
165,1,0.765957446808511,8.08354341157484
166,1,0.765957446808511,8.08354341157484
167,1,0.765957446808511,8.08354341157484
168,1,0.765957446808511,8.08354341157484
169,1,0.765957446808511,8.08354341157484
170,1,0.765957446808511,8.08354341157484
171,1,0.765957446808511,8.08354341157484
172,1,0.765957446808511,8.08354341157484
173,1,0.765957446808511,8.08354341157484
174,1,0.765957446808511,8.08354341157484
175,1,0.765957446808511,8.08354341157484
176,1,0.765957446808511,8.08354341157484
177,1,0.765957446808511,8.08354341157484
178,1,0.765957446808511,8.08354341157484
179,1,0.765957446808511,8.08354341157484
180,1,0.765957446808511,8.08354341157484
181,1,0.765957446808511,8.08354341157484
182,1,0.765957446808511,8.08354341157484
183,1,0.765957446808511,8.08354341157484
184,1,0.765957446808511,8.08354341157484
185,1,0.765957446808511,8.08354341157484
186,1,0.765957446808511,8.08354341157484
187,1,0.765957446808511,8.08354341157484
188,1,0.765957446808511,8.08354341157484
189,1,0.765957446808511,8.08354341157484
190,1,0.765957446808511,8.08354341157484
191,1,0.765957446808511,8.08354341157484
192,1,0.765957446808511,8.08354341157484
193,1,0.765957446808511,8.08354341157484
194,1,0.765957446808511,8.08354341157484
195,1,0.765957446808511,8.08354341157484
196,1,0.765957446808511,8.08354341157484
197,1,0.765957446808511,8.08354341157484
198,1,0.765957446808511,8.08354341157484
199,1,0.765957446808511,8.08354341157484
200,1,0.765957446808511,8.08354341157484
1,2,0.638297872340426,4.66000337076881
